identifier,votes,pref,value
19827-112,"['8-5', '8-2', '8-3', '8-4', '8-1']",0,1.0
19845-112,"['2-3', '2-2', '2-1', '2-5', '2-4']",0,1.0
19879-112,"['8-5', '8-2', '8-3', '8-4', '8-1', '3-2', '3-1']",0,1.0
19910-112,"['8-5', '8-4', '3-1', '1-1', '6-2', '7-1']",0,1.0
19927-112,"['3-1', '3-2', '8-2', '8-4', '8-3', '8-5']",0,1.0
19991-112,"['2-5', '2-3', '2-4', '2-1', '2-2']",0,1.0
20038-112,"['3-1', '3-2', '8-5', '8-4', '8-1']",0,1.0
20186-112,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
20187-112,"['2-3', '2-4', '2-5', '2-2', '2-1']",0,1.0
20322-112,"['2-5', '5-1', '2-4', '8-3', '8-5']",0,1.0
20359-112,"['8-1', '8-5', '2-3', '2-1', '8-3']",0,1.0
20379-112,"['8-5', '8-4', '8-1', '8-3', '8-2']",0,1.0
20387-112,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
20464-112,"['1-1', '1-2']",0,1.0
20495-112,"['8-3', '8-4', '8-5', '8-2', '8-1']",0,1.0
20513-112,"['1-1', '2-1', '3-1', '4-1', '5-1', '8-1', '6-1', '7-1', '9-1']",0,1.0
20620-112,"['2-3', '2-5', '2-2', '2-4', '2-1']",0,1.0
20655-112,"['2-5', '6-1', '8-1', '8-2', '3-1']",0,1.0
20801-112,"['2-3', '2-2', '2-5', '1-1', '1-2']",0,1.0
20831-112,"['1-2', '1-1', '2-2', '2-5', '2-4']",0,1.0
20961-112,"['1-2', '8-4', '7-1', '6-2', '3-1']",0,1.0
20996-112,"['8-3', '8-2', '8-4', '8-1', '8-5']",0,1.0
20998-112,"['8-4', '3-1', '8-3', '8-5', '8-2']",0,1.0
21047-112,"['2-5', '2-3', '2-2', '2-1', '2-4']",0,1.0
21145-112,"['2-5', '2-3', '2-2', '2-4', '2-1']",0,1.0
21290-112,"['2-2', '2-5', '2-4', '2-3', '2-1']",0,1.0
21326-112,"['2-5', '8-4', '2-4', '8-1', '8-5']",0,1.0
21349-112,"['6-1', '6-2', '2-4', '2-2', '9-1']",0,1.0
21367-112,"['5-1', '2-4', '2-2', '2-1', '2-3']",0,1.0
21509-112,"['2-1', '9-2', '2-5', '1-2', '8-4']",0,1.0
21519-112,"['8-5', '8-1', '8-3', '8-4', '8-2']",0,1.0
21558-112,"['8-3', '8-5', '8-2', '8-4', '6-2']",0,1.0
21596-112,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
21756-112,"['8-3', '8-5', '5-2', '5-1', '8-4']",0,1.0
21770-112,"['8-1', '8-3', '8-2', '8-4', '8-5']",0,1.0
21811-112,"['2-5', '2-2', '2-3', '2-1', '2-4']",0,1.0
21865-112,"['2-4', '2-5', '2-2', '2-1', '2-3']",0,1.0
21869-112,"['8-3', '8-5', '8-4', '8-2', '3-1']",0,1.0
22121-112,"['8-4', '8-3', '8-2', '1-1', '8-5']",0,1.0
22218-112,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
22362-112,"['8-5', '8-4', '2-2', '2-5', '3-1', '3-2']",0,1.0
22379-112,"['1-1', '1-2', '7-1', '8-1', '8-2']",0,1.0
22685-112,"['8-4', '8-3', '8-5', '3-1', '8-2', '8-1', '3-2']",0,1.0
22760-112,"['3-1', '3-2', '8-3', '8-4', '8-5', '8-2', '8-1']",0,1.0
22845-112,"['4-2', '6-2', '3-1', '7-2', '8-1']",0,1.0
23087-112,"['2-2', '2-5', '2-1', '2-4', '2-3']",0,1.0
23105-112,"['8-1', '8-2', '8-3', '8-4', '8-5']",0,1.0
23110-112,"['2-3', '2-4', '8-2', '8-1', '2-5', '2-2', '2-1', '8-4', '8-3', '8-5', '9-3', '9-2', '9-1', '5-2', '5-1', '6-2', '6-1', '7-2', '7-1', '4-2', '4-1', '1-2', '1-1', '3-2', '3-1']",0,1.0
23154-112,['1-2'],0,1.0
23168-112,"['8-5', '8-3', '8-4', '8-2', '8-1', '3-1', '3-2', '1-1', '1-2']",0,1.0
23204-112,"['8-4', '4-2', '1-2', '3-1', '5-1', '6-1', '9-1']",0,1.0
23308-112,"['5-1', '5-2', '3-1', '3-2', '8-3', '8-4', '8-1', '8-2', '8-5', '6-2', '6-1', '9-3', '9-1', '2-2', '7-1', '7-2', '2-1', '2-4', '2-3', '1-1', '1-2']",0,1.0
23325-112,"['2-5', '2-4', '2-1', '2-2', '2-3']",0,1.0
23371-112,"['9-2', '6-2', '2-4', '2-3', '2-1']",0,1.0
23373-112,"['2-2', '2-1', '2-3', '2-4', '2-5']",0,1.0
23412-112,"['2-1', '3-2', '8-1', '2-5', '2-3']",0,1.0
23447-112,"['8-3', '8-5', '8-1', '8-4', '8-2', '3-2', '3-1', '5-2', '5-1', '9-2', '9-3', '9-1', '6-2', '6-1', '7-2', '7-1', '1-2', '1-1', '4-2', '4-1', '2-4', '2-1', '2-3', '2-2', '2-5']",0,1.0
23456-112,"['2-5', '8-3', '1-1', '2-1', '3-2']",0,1.0
23463-112,"['2-5', '2-1', '2-2', '2-4', '2-3']",0,1.0
23590-112,"['8-5', '8-2', '8-3', '8-4', '8-1']",0,1.0
23616-112,"['2-3', '2-4', '2-1', '2-2', '2-5']",0,1.0
23707-112,"['8-3', '8-5', '3-1', '3-2', '8-4', '8-2', '8-1']",0,1.0
23726-112,"['8-3', '8-5', '8-4', '2-3', '8-2']",0,1.0
23734-112,"['2-4', '2-1', '2-3', '2-5', '2-2']",0,1.0
23916-112,"['2-2', '2-4', '2-5', '1-2', '8-5']",0,1.0
23984-112,"['8-4', '8-5', '4-2', '3-1', '8-2']",0,1.0
24090-112,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
24100-112,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
24142-112,"['2-5', '2-4', '2-3', '2-2', '2-1']",0,1.0
24207-112,"['8-3', '8-1', '8-5', '8-2', '8-4']",0,1.0
24293-112,"['8-5', '8-3', '8-1', '8-2', '8-4']",0,1.0
24567-112,"['6-2', '6-1', '8-5', '8-3', '8-4']",0,1.0
24568-112,"['8-4', '8-2', '8-5', '8-1', '8-3', '1-2', '1-1']",0,1.0
24635-112,"['2-4', '2-2', '2-5', '2-1', '2-3']",0,1.0
24673-112,"['3-1', '3-2', '4-1', '4-2', '7-1']",0,1.0
24706-112,"['3-1', '1-2', '9-1', '2-5', '6-1']",0,1.0
24712-112,"['2-3', '2-1', '2-5', '2-4', '2-2']",0,1.0
24799-112,"['3-1', '3-2', '8-1', '8-2', '8-4', '8-5', '8-3']",0,1.0
24834-112,"['7-1', '8-5', '2-1', '2-4', '4-1']",0,1.0
24862-112,"['6-1', '2-4', '8-4', '2-2', '8-3']",0,1.0
24981-112,"['3-1', '3-2', '8-4', '8-3', '8-1']",0,1.0
25052-112,"['8-3', '5-1', '1-1', '6-1', '7-1']",0,1.0
25067-112,"['2-5', '2-4', '2-3', '2-2', '2-1']",0,1.0
25256-112,"['2-5', '2-4', '2-3', '2-2', '2-1', '9-2', '9-3', '9-1', '6-2', '6-1', '8-3', '8-1', '8-4', '8-2', '8-5', '7-2', '7-1', '5-2', '5-1', '4-2', '4-1', '1-2', '1-1', '3-2', '3-1']",0,1.0
25308-112,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
25483-112,"['1-2', '3-1', '2-2', '4-2', '5-1']",0,1.0
25527-112,"['2-4', '3-1', '3-2', '2-5', '2-2']",0,1.0
25538-112,"['2-4', '2-5', '2-2', '2-1', '2-3']",0,1.0
25603-112,"['2-2', '2-3', '2-4', '2-5', '2-1']",0,1.0
25627-112,"['1-2', '1-1', '8-3', '8-5', '9-3']",0,1.0
25646-112,"['2-4', '2-5', '6-2', '6-1', '2-2']",0,1.0
25663-112,"['3-1', '6-2', '2-1', '8-5', '7-1']",0,1.0
25738-112,"['8-3', '8-2', '2-2', '8-1', '8-5']",0,1.0
25799-112,"['2-5', '2-1', '2-3', '2-2', '2-4']",0,1.0
25934-112,"['2-5', '2-4', '2-2', '5-1', '4-1']",0,1.0
26037-112,"['8-5', '8-2', '8-3', '8-4', '5-1', '2-4']",0,1.0
26052-112,"['2-3', '2-1', '7-1', '7-2', '2-2']",0,1.0
26132-112,"['8-2', '8-3', '8-5', '8-1', '8-4']",0,1.0
26143-112,"['7-1', '8-2', '3-1', '2-2', '2-5']",0,1.0
26261-112,"['2-5', '2-4', '2-2', '2-3', '2-1', '5-1', '6-2', '6-1', '5-2', '9-1']",0,1.0
26313-112,"['5-1', '8-5', '8-2', '8-3', '5-2', '7-1', '7-2', '6-2', '6-1', '3-1', '3-2', '8-1', '8-4', '1-1', '1-2', '9-1', '9-2', '4-1', '4-2', '9-3', '2-4', '2-1', '2-3', '2-2', '2-5']",0,1.0
26364-112,"['8-3', '8-4', '8-5', '2-4', '8-1', '8-2']",0,1.0
26476-112,"['2-5', '2-2', '2-4', '9-1', '9-2']",0,1.0
26492-112,"['1-1', '2-1', '5-1', '4-1', '7-1']",0,1.0
26567-112,"['8-5', '8-3', '8-4', '8-2', '8-1']",0,1.0
26589-112,"['8-5', '8-3', '8-4', '8-1', '8-2']",0,1.0
26622-112,"['2-2', '2-5', '2-4', '2-1', '2-3']",0,1.0
26634-112,"['2-5', '2-4', '2-2', '2-1', '2-3', '6-2', '6-1', '4-2', '4-1', '9-2', '9-1', '9-3', '5-2', '5-1', '7-2', '7-1', '1-2', '1-1', '8-5', '8-4', '8-2', '8-1', '8-3', '3-2', '3-1']",0,1.0
26775-112,"['2-3', '2-4', '2-2', '2-1', '2-5']",0,1.0
26881-112,"['9-2', '6-2', '8-2', '2-5', '2-2']",0,1.0
26924-112,"['2-4', '2-3', '2-2', '2-1', '2-5']",0,1.0
26931-112,"['2-5', '2-1', '2-4', '2-3', '2-2']",0,1.0
27104-112,"['8-3', '7-1', '4-1', '3-1', '2-2', '8-1', '8-2']",0,1.0
27116-112,"['8-5', '6-2', '3-2', '2-5', '7-2']",0,1.0
27324-112,"['1-2', '2-5', '1-1', '2-1', '8-2']",0,1.0
27371-112,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
27374-112,"['3-2', '3-1', '2-3', '2-4', '2-1']",0,1.0
27396-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
27445-112,"['8-4', '5-1', '5-2', '8-2', '8-3']",0,1.0
27454-112,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
27488-112,"['4-2', '4-1', '3-1', '3-2', '7-1', '7-2']",0,1.0
27534-112,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
27551-112,"['2-2', '2-4', '2-3', '2-5', '8-1']",0,1.0
27601-112,"['5-1', '5-2', '8-5', '8-3', '8-1', '8-2', '8-4', '3-1', '3-2']",0,1.0
27649-112,"['2-5', '2-2', '2-3', '2-4', '2-1']",0,1.0
27870-112,"['2-4', '2-5', '2-2', '2-3', '2-1']",0,1.0
27975-112,"['8-1', '8-4', '8-5', '8-2', '8-3']",0,1.0
28037-112,"['2-2', '2-4', '2-5', '2-1', '2-3']",0,1.0
28093-112,"['8-4', '3-2', '8-5', '8-2', '8-3']",0,1.0
28147-112,"['3-1', '8-1', '8-3', '8-5', '8-2', '8-4', '3-2', '4-2', '4-1']",0,1.0
28163-112,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
28200-112,"['8-4', '8-5', '8-3', '8-1', '8-2']",0,1.0
28202-112,"['8-3', '8-5', '8-1', '8-4', '8-2', '3-2', '3-1', '5-1', '7-1', '7-2', '5-2', '1-2', '1-1', '6-1', '6-2', '9-1', '9-3', '9-2', '4-1', '4-2', '2-1', '2-3', '2-4', '2-2', '2-5']",0,1.0
28206-112,"['8-4', '1-2', '5-1', '8-5', '2-3']",0,1.0
28208-112,"['6-2', '3-1', '3-2', '8-1', '8-3']",0,1.0
28258-112,"['8-1', '2-2', '2-3', '2-1', '8-3']",0,1.0
28303-112,"['8-5', '8-4', '8-3', '1-1', '1-2']",0,1.0
28441-112,"['8-5', '8-2', '8-3', '8-4', '2-4']",0,1.0
28480-112,"['8-1', '8-5', '8-4', '8-2', '8-3', '3-1', '5-1']",0,1.0
28486-112,"['8-1', '8-2', '8-3', '8-4', '8-5']",0,1.0
28500-112,"['8-5', '8-4', '2-5', '2-3', '3-2']",0,1.0
28673-112,"['2-1', '2-5', '2-2', '2-3', '2-4']",0,1.0
28697-112,"['2-2', '2-4', '2-5', '8-2', '8-5']",0,1.0
28759-112,"['3-1', '3-2', '8-1', '8-5', '8-4', '8-3', '8-2', '5-1', '5-2', '9-1', '9-3', '9-2']",0,1.0
28773-112,"['8-5', '2-2', '6-1', '7-1', '8-2']",0,1.0
28791-112,"['5-1', '4-1', '2-2', '2-3', '2-5', '2-4', '2-1']",0,1.0
28812-112,"['2-5', '2-4', '3-1', '5-1', '7-2']",0,1.0
28816-112,"['2-4', '4-1', '4-2', '1-2', '1-1']",0,1.0
28827-112,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
28832-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
28843-112,"['2-5', '8-3', '2-2', '8-1', '8-5']",0,1.0
28925-112,"['8-3', '8-2', '2-3', '2-2', '6-2']",0,1.0
28953-112,"['4-2', '4-1', '2-1', '2-2', '2-3']",0,1.0
29075-112,"['2-5', '2-4', '2-3', '2-2', '2-1']",0,1.0
29138-112,"['2-2', '2-5', '2-4', '4-2', '4-1']",0,1.0
29267-112,"['2-4', '5-1', '2-5', '2-2', '3-1']",0,1.0
29275-112,"['8-1', '8-5', '8-2', '8-4', '8-3']",0,1.0
29404-112,"['2-5', '2-2', '2-1', '2-4', '2-3']",0,1.0
29456-112,"['2-5', '2-1', '2-3', '2-4', '2-2']",0,1.0
29490-112,"['2-4', '2-1', '1-1', '2-5', '2-2', '2-3']",0,1.0
29589-112,"['2-3', '2-5', '2-4', '8-3', '1-2']",0,1.0
29784-112,"['2-4', '3-1', '6-2', '2-5', '4-2']",0,1.0
29839-112,"['8-4', '7-2', '7-1', '8-3', '8-5']",0,1.0
29899-112,"['2-3', '2-4', '9-2', '4-1', '8-5', '8-1', '2-5', '9-3', '9-1', '4-2']",0,1.0
29952-112,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
30075-112,"['8-3', '8-1', '8-4', '8-5', '4-1']",0,1.0
30237-112,"['6-2', '5-2', '5-1', '3-2', '3-1']",0,1.0
30341-112,"['3-1', '6-2', '2-4', '3-2', '1-2']",0,1.0
30444-112,"['2-2', '2-1', '9-1', '2-4', '2-5']",0,1.0
30532-112,"['4-1', '4-2', '2-4', '2-2', '2-5']",0,1.0
30536-112,"['8-4', '8-2', '8-1', '8-5', '8-3']",0,1.0
30673-112,"['4-1', '4-2', '2-2', '2-4', '2-5']",0,1.0
30810-112,"['2-3', '2-1', '2-5', '2-4', '2-2']",0,1.0
30815-112,"['2-2', '2-4', '2-5', '2-3', '2-1', '6-2']",0,1.0
30858-112,"['8-5', '2-2', '8-4', '2-1', '8-2']",0,1.0
30889-112,"['2-4', '2-5', '2-2', '5-1', '2-1']",0,1.0
31036-112,"['1-1', '1-2', '7-1', '7-2', '8-2']",0,1.0
31061-112,"['2-4', '2-5', '2-3', '2-2', '2-1']",0,1.0
31079-112,"['2-3', '9-2', '2-2', '3-2', '3-1']",0,1.0
31098-112,"['8-3', '2-5', '6-2', '8-4', '2-4']",0,1.0
31108-112,"['5-1', '3-1', '8-1', '8-2', '8-3']",0,1.0
31155-112,"['2-4', '2-2', '2-1', '2-3', '2-5']",0,1.0
31234-112,"['8-3', '8-4', '8-5', '8-2', '8-1', '3-1', '3-2', '1-2', '1-1']",0,1.0
31263-112,"['3-1', '3-2', '5-1', '5-2', '8-4', '8-3', '8-1', '8-5', '8-2']",0,1.0
31561-112,"['2-2', '2-3', '2-1', '2-4', '2-5']",0,1.0
31575-112,"['8-1', '8-5', '2-5', '2-1', '3-2']",0,1.0
31689-112,"['8-3', '8-5', '8-1', '8-4', '8-2']",0,1.0
31831-112,"['4-2', '4-1', '5-1', '3-1', '3-2', '8-3', '8-4', '8-5', '8-1', '8-2', '7-2', '7-1', '5-2', '6-1', '6-2']",0,1.0
31925-112,"['8-1', '5-1', '5-2', '3-1', '3-2']",0,1.0
32011-112,"['8-1', '8-4', '8-3', '8-5', '8-2', '3-1', '3-2']",0,1.0
32014-112,"['9-2', '1-2', '1-1', '9-1', '9-3']",0,1.0
32080-112,"['8-5', '8-4', '8-2', '8-1', '8-3']",0,1.0
32158-112,"['2-3', '2-2', '2-5', '2-4', '2-1']",0,1.0
32188-112,"['2-2', '3-1', '4-1', '6-1', '8-4']",0,1.0
32267-112,"['8-3', '8-1', '8-4', '8-2', '8-5']",0,1.0
32276-112,"['2-2', '2-4', '2-5', '7-2', '6-2']",0,1.0
32279-112,"['8-1', '8-2', '8-4', '8-3', '8-5']",0,1.0
32485-112,"['8-5', '8-2', '8-4', '8-3', '8-1']",0,1.0
32518-112,"['5-1', '4-1', '4-2', '3-1', '8-2', '9-2', '3-2', '6-2', '8-1', '8-4', '8-3', '8-5']",0,1.0
32540-112,"['1-1', '1-2', '2-5', '2-1', '2-4']",0,1.0
32611-112,"['8-2', '8-4', '8-3', '1-1', '1-2']",0,1.0
32699-112,"['7-2', '5-2', '4-2', '3-2', '9-2']",0,1.0
32734-112,"['8-4', '8-1', '8-2', '8-5', '8-3', '1-1', '1-2']",0,1.0
32939-112,"['2-2', '2-1', '2-3', '8-1', '8-4']",0,1.0
32965-112,"['8-1', '3-2', '8-3', '8-5', '3-1']",0,1.0
32968-112,"['2-4', '2-2', '2-5', '2-1', '2-3']",0,1.0
33014-112,"['8-1', '7-1', '7-2', '9-1', '9-3', '9-2', '4-1', '4-2', '3-1', '3-2', '1-1', '1-2', '8-3', '8-5', '8-4', '8-2', '6-1', '6-2', '5-1', '5-2', '2-2', '2-4', '2-3', '2-1', '2-5']",0,1.0
33077-112,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
33081-112,"['2-4', '2-3', '2-5', '2-2', '2-1']",0,1.0
33203-112,"['3-1', '3-2', '6-2', '4-1', '4-2']",0,1.0
33276-112,"['3-2', '8-5', '8-1', '8-4', '8-2', '8-3', '9-3']",0,1.0
33317-112,"['8-3', '8-2', '8-5', '8-1', '8-4']",0,1.0
33331-112,"['3-1', '3-2', '7-2', '7-1', '8-4', '8-3', '8-1', '8-5', '8-2', '2-4', '2-3', '2-2', '2-1', '2-5', '5-1', '5-2', '6-1', '6-2', '9-1', '9-2', '9-3', '4-2', '4-1', '1-2', '1-1']",0,1.0
33376-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
33445-112,"['8-3', '8-4', '8-2', '8-5', '8-1']",0,1.0
33473-112,"['2-4', '2-3', '2-1', '2-5', '2-2']",0,1.0
33521-112,"['8-4', '8-5', '8-3', '8-2', '8-1']",0,1.0
33547-112,"['2-3', '8-1', '9-3', '2-1', '3-2']",0,1.0
33576-112,"['2-2', '2-4', '2-5', '8-1', '9-1']",0,1.0
33601-112,"['2-5', '2-4', '2-3', '2-2', '2-1']",0,1.0
33661-112,"['1-1', '1-2', '8-4', '8-5', '8-3']",0,1.0
33667-112,"['8-5', '3-1', '8-3', '8-1', '8-4', '8-2', '3-2', '9-2', '5-2', '5-1', '4-1', '4-2', '6-1', '6-2', '7-1', '7-2', '9-1', '9-3', '1-1', '1-2', '2-1', '2-3', '2-2', '2-5', '2-4']",0,1.0
33717-112,"['8-4', '8-1', '8-5', '8-2', '2-4']",0,1.0
33769-112,"['1-2', '1-1', '3-2', '3-1', '8-3']",0,1.0
33772-112,"['2-2', '5-2', '6-2', '7-2', '8-2']",0,1.0
33820-112,"['1-2', '2-5', '3-2', '6-1', '8-1']",0,1.0
33922-112,"['2-5', '3-2', '2-4']",0,1.0
33965-112,"['2-2', '2-4', '2-5', '2-3', '2-1']",0,1.0
33970-112,"['2-5', '2-2', '2-3', '2-1', '8-1', '9-2', '3-2', '6-2', '6-1']",0,1.0
33977-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
34067-112,"['2-2', '2-5', '2-4', '8-5', '2-1']",0,1.0
34108-112,"['2-3', '6-2', '7-2', '9-3', '5-1']",0,1.0
34140-112,"['8-3', '8-1', '8-4', '8-5', '8-2', '3-2', '3-1']",0,1.0
34310-112,"['3-1', '8-4', '8-3', '8-1', '8-2']",0,1.0
34350-112,"['2-2', '2-5', '2-4', '2-1', '2-3']",0,1.0
34570-112,"['8-2', '8-4', '8-3', '8-5', '8-1']",0,1.0
34589-112,"['8-5', '8-1', '8-2', '8-3', '8-4', '3-1', '3-2']",0,1.0
34601-112,"['3-1', '3-2', '7-1', '7-2', '6-1']",0,1.0
34647-112,"['8-5', '8-3', '8-4', '8-1', '8-2']",0,1.0
34658-112,"['2-2', '2-5', '2-4', '2-3', '2-1']",0,1.0
34708-112,"['8-3', '8-5', '1-1', '1-2', '8-4', '8-1', '8-2']",0,1.0
34788-112,"['2-4', '2-2', '2-5', '1-2', '6-1']",0,1.0
34805-112,"['3-2', '8-3', '6-2', '2-3', '1-2']",0,1.0
34832-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
34900-112,"['3-1', '3-2', '2-3', '2-1', '2-2']",0,1.0
34918-112,"['8-3', '8-5', '8-4', '8-2', '8-1']",0,1.0
35040-112,"['8-2', '3-2', '8-5', '7-2', '2-2']",0,1.0
35052-112,"['1-1', '1-2', '5-1', '8-3', '8-5']",0,1.0
35085-112,"['8-5', '8-2', '8-4', '8-3', '8-1']",0,1.0
35248-112,"['8-3', '8-5', '8-4', '8-2', '8-1']",0,1.0
35269-112,"['8-4', '8-3', '8-5', '9-2', '2-2', '2-5']",0,1.0
35476-112,"['3-1', '3-2', '8-4', '8-3', '8-5', '8-1', '8-2', '5-1', '5-2', '6-1', '6-2', '7-1', '7-2', '9-3', '9-1', '9-2', '4-1', '4-2', '1-1', '1-2', '2-5', '2-3', '2-4', '2-1', '2-2']",0,1.0
35560-112,"['6-2', '2-3', '6-1', '2-2', '2-1', '2-5', '2-4', '8-5', '8-2', '8-3', '8-4', '8-1', '1-2', '1-1', '4-2', '4-1', '3-2', '3-1', '5-2', '5-1', '7-2', '7-1', '9-3', '9-2', '9-1']",0,1.0
35838-112,"['4-1', '4-2', '7-1', '3-1', '2-5', '7-2', '3-2']",0,1.0
35927-112,"['2-4', '2-3', '4-1', '6-2', '2-2']",0,1.0
36000-112,"['8-4', '8-3', '8-5', '8-1', '8-2', '3-2', '3-1']",0,1.0
36024-112,"['2-2', '2-5', '2-3', '2-4', '2-1']",0,1.0
36159-112,"['2-2', '2-5', '2-4', '2-1', '2-3']",0,1.0
36205-112,"['2-4', '2-2', '2-5', '2-3', '2-1']",0,1.0
36243-112,"['8-4', '8-3', '8-5', '8-2', '8-1', '3-1', '3-2']",0,1.0
36262-112,"['2-5', '3-2', '6-2', '7-2', '5-2']",0,1.0
36370-112,"['8-1', '1-2', '5-1', '2-2', '8-3']",0,1.0
36438-112,"['5-1', '3-1', '3-2', '8-5', '8-1', '5-2', '6-1', '6-2', '7-2', '7-1', '8-2', '8-3', '8-4', '9-2', '9-3', '9-1', '1-2', '1-1', '4-2', '4-1', '2-4', '2-3', '2-1', '2-2', '2-5']",0,1.0
36505-112,"['3-2', '2-1', '2-3', '2-5', '2-2']",0,1.0
36568-112,"['2-1', '2-2', '2-5', '2-4', '2-3']",0,1.0
36693-112,"['8-5', '8-1', '3-2', '8-3', '9-2', '5-1', '3-1', '8-4', '8-2', '1-2', '1-1', '5-2', '9-1', '9-3', '6-2', '6-1', '4-1', '4-2', '7-1', '7-2', '2-1', '2-3', '2-4', '2-2', '2-5']",0,1.0
36705-112,"['8-1', '2-5', '2-1', '2-2', '2-3', '2-4', '8-5', '8-4', '8-3', '8-2', '1-2', '3-1', '4-2', '6-2', '5-1', '7-2', '7-1', '9-1', '9-2', '6-1', '5-2', '4-1', '1-1']",0,1.0
36770-112,"['2-5', '2-3', '2-4', '2-1', '2-2']",0,1.0
36820-112,"['8-2', '8-3', '8-4', '8-5', '8-1']",0,1.0
36824-112,"['2-5', '2-2', '2-1', '2-3', '2-4']",0,1.0
36870-112,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
36939-112,"['8-2', '8-5', '1-2', '8-1', '8-3']",0,1.0
37194-112,"['8-4', '8-1', '8-3', '8-5', '8-2']",0,1.0
37236-112,"['9-1', '8-5', '8-3', '8-4', '8-1', '8-2']",0,1.0
37463-112,"['8-4', '8-5', '8-1', '8-2', '8-3', '5-1', '5-2', '3-2', '3-1']",0,1.0
37529-112,"['8-3', '8-4', '2-5', '2-2', '2-4']",0,1.0
37587-112,"['3-2', '9-3', '8-3', '8-5', '8-2', '8-1', '8-4']",0,1.0
37603-112,"['6-2', '8-5', '2-3', '8-2', '9-2']",0,1.0
37643-112,"['8-3', '8-1', '8-2', '8-4', '8-5']",0,1.0
37660-112,"['2-5', '2-4', '5-2', '2-3', '3-1']",0,1.0
37783-112,"['2-4', '2-1', '2-2', '2-5', '2-3', '4-2', '4-1', '6-2', '6-1', '7-2', '7-1', '9-2', '9-1', '9-3', '5-2', '5-1']",0,1.0
37827-112,"['8-4', '3-2', '4-2', '7-2', '6-2']",0,1.0
37843-112,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
37850-112,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
37903-112,"['2-2', '2-5', '2-1', '2-4', '2-3']",0,1.0
37974-112,"['2-5', '2-2', '2-4', '2-3', '2-1']",0,1.0
38053-112,"['8-3', '8-4', '8-2', '8-5', '8-1', '3-1', '3-2']",0,1.0
38076-112,"['2-3', '2-4', '2-5', '6-2', '6-1']",0,1.0
38106-112,"['8-1', '2-5', '8-4', '8-5', '8-2', '8-3', '2-3', '2-2', '2-4', '2-1', '3-1', '3-2']",0,1.0
38164-112,"['8-5', '8-3', '8-4', '8-2', '8-1', '3-2', '3-1']",0,1.0
38178-112,"['3-2', '3-1', '5-2', '5-1', '8-3']",0,1.0
38325-112,"['2-4', '2-2', '2-5', '8-1', '8-5']",0,1.0
38375-112,"['2-1', '2-2', '2-3', '2-4', '2-5']",0,1.0
38456-112,"['8-5', '3-1', '8-4', '3-2', '8-2']",0,1.0
38464-112,"['2-5', '2-1', '8-1', '6-1', '2-4']",0,1.0
38469-112,"['2-3', '2-2', '2-5', '2-4', '2-1']",0,1.0
38472-112,"['3-1', '3-2', '6-1', '6-2', '2-3']",0,1.0
38527-112,"['8-4', '8-5', '5-1', '3-1', '8-2', '6-2', '5-2']",0,1.0
38548-112,"['3-1', '3-2', '7-1', '7-2', '8-5']",0,1.0
38566-112,"['2-2', '2-5', '4-1', '7-1', '7-2']",0,1.0
38606-112,"['2-5', '2-4', '2-2', '2-1', '2-3']",0,1.0
38630-112,"['2-3', '2-5', '2-1', '2-4', '2-2']",0,1.0
38772-112,"['8-1', '8-3', '8-2', '8-4', '8-5']",0,1.0
38793-112,"['8-2', '2-5', '3-1', '5-1', '6-1']",0,1.0
39013-112,"['2-4', '2-5', '2-2', '5-1', '5-2']",0,1.0
39142-112,"['2-4', '2-2', '2-5', '2-1', '2-3']",0,1.0
39180-112,"['8-1', '8-3', '8-2', '8-5', '8-4']",0,1.0
39220-112,"['3-1', '8-3', '6-2', '5-1', '2-2']",0,1.0
39285-112,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
39296-112,"['2-5', '2-2', '2-4', '2-1', '2-3']",0,1.0
39516-112,"['2-5', '2-4', '2-2', '2-3', '2-1']",0,1.0
39558-112,"['3-1', '6-2', '8-3', '8-1', '2-4']",0,1.0
