identifier,votes,pref,value
871720-105,"['4-5', '7-1', '3-3', '1-4', '2-1']",0,1.0
871738-105,"['3-2', '3-3', '3-1', '1-3', '1-2']",0,1.0
871857-105,"['4-1', '4-3', '4-5', '4-2', '4-4']",0,1.0
871974-105,"['3-3', '3-1', '2-1', '2-2', '3-2']",0,1.0
872058-105,"['1-4', '4-3', '4-1', '4-4', '1-3']",0,1.0
872077-105,"['1-5', '1-3', '1-1', '1-4', '1-2']",0,1.0
872119-105,"['1-4', '1-3', '1-2', '1-1', '1-5']",0,1.0
872126-105,"['4-3', '4-4', '4-5', '4-2', '4-1']",0,1.0
872134-105,"['1-4', '1-3', '4-5', '1-1', '1-5', '1-2']",0,1.0
872366-105,"['6-1', '3-1', '6-2', '3-2', '1-4']",0,1.0
872404-105,"['4-1', '4-4', '4-3', '4-5', '4-2']",0,1.0
872444-105,"['1-1', '1-4', '1-3', '1-2', '1-5']",0,1.0
872531-105,"['1-3', '1-1', '1-4', '1-5', '1-2', '7-1', '7-2', '3-2', '3-3', '3-1', '2-1', '2-2', '5-1', '5-2', '6-1', '6-2', '4-4', '4-5', '4-2', '4-3', '4-1', '8-2', '8-1']",0,1.0
872696-105,"['1-1', '1-3', '1-4', '1-2', '1-5']",0,1.0
872761-105,"['4-2', '4-1', '4-5', '4-4', '4-3']",0,1.0
872786-105,"['3-1', '3-2', '3-3', '4-1', '4-5']",0,1.0
872864-105,"['1-4', '1-3', '1-2', '1-1', '1-5', '3-2', '3-1', '3-3', '4-2', '4-1', '4-5', '4-4', '4-3', '8-2', '8-1', '5-2', '5-1', '2-2', '2-1', '6-2', '6-1', '7-2', '7-1']",0,1.0
873112-105,"['4-3', '1-4', '1-3', '1-2', '1-5', '1-1', '4-5', '4-2', '4-1', '4-4']",0,1.0
873151-105,"['1-4', '1-5', '1-2', '1-3', '1-1', '3-2', '3-1', '3-3', '2-1', '2-2', '6-2', '6-1']",0,1.0
873238-105,"['3-1', '1-3', '4-5', '1-2', '1-4']",0,1.0
873305-105,"['5-2', '8-2', '6-1', '7-2', '1-3', '2-1', '3-3', '4-3']",0,1.0
873322-105,"['1-3', '1-4', '4-1', '4-5', '3-2']",0,1.0
873522-105,"['4-1', '4-2', '4-5', '4-3', '5-2']",0,1.0
873534-105,"['4-5', '4-4', '4-1', '4-2', '4-3']",0,1.0
873579-105,"['4-1', '4-5', '1-2', '1-4', '4-3', '4-2', '4-4', '3-3', '3-1', '3-2', '2-2', '2-1', '1-3', '1-1', '1-5']",0,1.0
873712-105,"['1-2', '1-1', '3-3', '3-1', '3-2']",0,1.0
873853-105,"['3-1', '6-1', '6-2', '1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
873859-105,"['4-3', '4-1', '4-2', '4-4', '4-5', '5-1', '5-2']",0,1.0
873874-105,"['1-1', '1-2', '1-5', '1-4', '1-3']",0,1.0
873929-105,"['3-2', '3-3', '3-1', '1-1', '1-3']",0,1.0
873967-105,"['1-4', '3-1', '1-5', '2-1', '2-2']",0,1.0
873974-105,"['4-4', '4-1', '4-5', '4-2', '4-3']",0,1.0
874009-105,"['1-3', '2-1', '3-3', '4-5', '6-2']",0,1.0
874073-105,"['1-2', '1-3', '1-1', '1-4', '1-5', '3-1', '3-2', '3-3']",0,1.0
874147-105,"['4-5', '4-4', '4-2', '4-1', '4-3']",0,1.0
874254-105,"['4-1', '4-5', '4-3', '4-2', '4-4']",0,1.0
874374-105,"['4-5', '4-4', '4-2', '4-1', '4-3']",0,1.0
874392-105,"['3-1', '3-3', '3-2', '2-1', '2-2', '6-1', '6-2', '1-1', '1-5', '1-3', '1-2', '1-4', '8-1', '8-2', '7-1', '7-2', '5-1', '5-2', '4-1', '4-5', '4-3', '4-2', '4-4']",0,1.0
874447-105,"['1-3', '1-1', '1-5', '6-2', '6-1']",0,1.0
874647-105,"['4-1', '4-3', '4-4', '4-5', '4-2']",0,1.0
874771-105,"['4-5', '4-1', '4-4', '4-2', '6-2', '6-1', '4-3', '8-2', '8-1']",0,1.0
874773-105,"['1-3', '1-4', '1-5', '1-2', '1-1', '7-1', '7-2']",0,1.0
874823-105,"['1-5', '1-4', '1-2', '1-3', '1-1', '3-1']",0,1.0
874842-105,"['3-1', '3-2', '3-3', '1-1', '1-3']",0,1.0
874887-105,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
874927-105,"['1-4', '1-2', '1-3', '1-5', '1-1', '3-2']",0,1.0
874992-105,"['8-2', '8-1', '4-4', '4-2', '4-5', '4-3', '5-2', '5-1']",0,1.0
875017-105,"['1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
875135-105,"['3-2', '3-3', '3-1', '1-2', '1-3']",0,1.0
875149-105,"['1-3', '1-2', '1-4', '1-5', '1-1']",0,1.0
875156-105,"['3-3', '1-3', '1-5', '1-2', '1-1', '1-4']",0,1.0
875200-105,"['4-1', '4-5', '4-4', '4-3', '4-2']",0,1.0
875240-105,"['4-4', '4-1', '4-2', '4-5', '4-3']",0,1.0
875319-105,"['1-1', '1-2', '1-4', '1-5', '1-3', '3-2', '3-3', '3-1', '6-2', '6-1']",0,1.0
875371-105,"['3-1', '3-3', '3-2', '1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
875442-105,"['3-1', '1-2', '3-3', '1-5', '6-2']",0,1.0
875641-105,"['7-2', '7-1', '4-4', '4-1', '4-5']",0,1.0
875646-105,"['1-3', '1-4', '1-2', '1-5', '1-1', '2-2', '2-1', '3-3', '3-2', '3-1', '4-3', '4-4', '4-2', '4-5', '4-1', '6-2', '6-1', '7-2', '7-1', '8-2', '8-1', '5-2', '5-1']",0,1.0
875686-105,"['1-4', '1-3', '1-5', '1-2', '1-1', '3-1', '3-3']",0,1.0
875725-105,"['1-3', '3-1', '4-5', '1-2', '4-2']",0,1.0
875752-105,"['3-1', '3-3', '3-2', '1-2', '1-1']",0,1.0
875827-105,"['1-1', '1-4', '1-2', '1-3', '1-5']",0,1.0
875911-105,"['6-1', '6-2', '8-2', '2-2', '2-1']",0,1.0
875931-105,"['1-3', '1-2', '1-1', '1-5', '1-4']",0,1.0
875964-105,"['1-1', '3-3', '5-1', '4-3', '4-5']",0,1.0
875976-105,"['1-3', '1-2', '3-1', '1-4', '1-5']",0,1.0
876009-105,"['3-1', '3-3', '3-2', '1-4', '1-5']",0,1.0
876023-105,"['4-5', '4-1', '4-4', '4-2', '4-3']",0,1.0
876167-105,"['2-2', '2-1', '3-2', '3-3', '1-2']",0,1.0
876193-105,"['1-1', '1-5', '1-2', '1-3', '1-4', '3-1', '3-3', '3-2']",0,1.0
876220-105,"['4-2', '4-5', '4-4', '4-1', '4-3']",0,1.0
876406-105,"['4-1', '4-5', '4-4', '4-2', '4-3']",0,1.0
876426-105,"['4-1', '4-2', '4-3', '4-4', '4-5']",0,1.0
876497-105,"['3-1', '7-1', '3-2', '2-1', '7-2']",0,1.0
876624-105,"['1-4', '1-1', '1-2', '1-5', '1-3']",0,1.0
876635-105,"['5-2', '1-4', '8-2', '4-4', '3-2']",0,1.0
876644-105,"['1-2', '1-1', '1-3', '1-4', '1-5']",0,1.0
876778-105,"['4-4', '4-5', '4-3', '4-2', '4-1']",0,1.0
876902-105,"['3-3', '3-1', '3-2', '1-4', '1-3']",0,1.0
876991-105,"['1-4', '1-1', '1-3', '3-3', '3-1']",0,1.0
877104-105,"['4-3', '4-4', '4-1', '2-2', '4-5', '6-2', '6-1', '4-2']",0,1.0
877106-105,"['1-2', '1-4', '1-3', '1-1', '1-5']",0,1.0
877133-105,"['1-2', '1-3', '1-1', '1-4', '1-5']",0,1.0
877174-105,"['4-3', '4-5', '4-2', '4-4', '4-1']",0,1.0
877205-105,"['1-4', '1-2', '1-5', '1-3', '1-1', '3-2', '3-3', '3-1']",0,1.0
877209-105,"['1-5', '1-1', '1-3', '1-4', '1-2']",0,1.0
877224-105,"['1-4', '1-2', '1-1', '1-3', '1-5']",0,1.0
877383-105,"['1-3', '3-2', '4-1', '1-4', '1-5']",0,1.0
877442-105,"['1-1', '1-2', '1-5', '1-3', '1-4']",0,1.0
877453-105,"['4-3', '4-5', '4-4', '4-2', '4-1']",0,1.0
877533-105,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
877542-105,"['4-5', '4-1', '4-4', '1-2', '4-3', '4-2']",0,1.0
877550-105,"['1-3', '1-4', '1-5', '1-2', '1-1', '3-3', '3-2', '3-1', '2-2', '2-1']",0,1.0
877696-105,"['4-1', '4-5', '4-3', '5-2', '5-1', '8-2', '8-1', '6-2', '6-1', '2-2', '2-1', '3-1', '3-3', '3-2', '1-4', '1-1', '1-3', '1-2', '1-5', '7-1', '7-2']",0,1.0
877704-105,"['4-5', '4-1', '4-3', '4-4', '4-2']",0,1.0
877727-105,"['1-2', '1-4', '1-3', '1-1', '1-5']",0,1.0
877751-105,"['1-2', '1-1', '1-3', '1-5', '1-4', '3-3', '8-2', '3-2', '2-1', '6-1']",0,1.0
877792-105,"['1-2', '1-5', '1-1', '1-3', '1-4']",0,1.0
877851-105,"['4-5', '4-1', '4-4', '4-2', '4-3']",0,1.0
878113-105,"['1-2', '1-1', '1-5', '3-2', '3-3', '3-1', '2-2', '2-1', '1-4']",0,1.0
878117-105,"['3-3', '3-1', '3-2', '1-2', '1-1', '1-5', '1-4', '1-3']",0,1.0
878283-105,"['3-3', '2-1', '4-5', '1-3', '3-2']",0,1.0
878319-105,"['1-3', '1-1', '1-4', '1-2', '1-5']",0,1.0
878350-105,"['4-1', '1-4', '4-5', '1-3', '4-3', '4-2', '4-4']",0,1.0
878492-105,"['1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
878607-105,"['4-5', '1-1', '1-3', '4-4', '1-2', '4-1', '4-3', '4-2']",0,1.0
878823-105,"['4-1', '4-2', '4-5', '4-3', '4-4']",0,1.0
878910-105,"['4-5', '4-2', '4-4', '4-1', '4-3']",0,1.0
878918-105,"['3-1', '3-2', '3-3', '1-3', '1-2']",0,1.0
878927-105,"['3-1', '3-3', '3-2', '1-3', '1-2']",0,1.0
879126-105,"['4-1', '7-2', '7-1', '5-1', '5-2']",0,1.0
879146-105,"['1-1', '3-3', '3-2', '4-4', '6-2', '4-1']",0,1.0
879166-105,"['1-4', '1-5', '1-3', '3-1', '3-2']",0,1.0
879185-105,"['3-3', '3-1', '3-2', '2-1', '2-2', '1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
879227-105,"['4-1', '4-3', '4-5', '4-4', '4-2']",0,1.0
879366-105,"['7-1', '7-2', '1-4', '1-1', '1-2', '1-5', '1-3', '2-1', '2-2', '3-1', '3-2', '3-3', '4-4', '4-1', '4-2', '4-5', '4-3', '5-1', '5-2', '6-1', '6-2', '8-1', '8-2']",0,1.0
879410-105,"['6-2', '6-1', '7-2', '7-1', '1-5']",0,1.0
879428-105,"['1-1', '1-2', '1-5', '1-3', '1-4', '3-3', '3-2', '3-1']",0,1.0
879566-105,"['1-5', '1-2', '2-1', '1-3', '1-1', '3-1', '3-3', '4-2', '4-4', '5-1', '6-1', '7-2', '7-1', '8-1', '8-2', '4-3', '6-2', '2-2', '5-2', '4-1', '4-5', '3-2', '1-4']",0,1.0
879666-105,"['1-2', '1-4', '3-3', '3-2', '1-3', '1-1', '3-1', '1-5', '2-1', '2-2', '5-1', '5-2', '6-1', '6-2', '8-2', '8-1', '4-1', '4-5', '4-2', '4-4', '4-3', '7-1', '7-2']",0,1.0
879698-105,"['1-5', '1-3', '1-1', '1-2', '1-4']",0,1.0
879790-105,"['1-2', '1-3', '1-5', '1-1', '1-4', '2-1', '2-2', '3-2', '3-1', '3-3', '4-5', '4-3', '4-2', '4-1', '4-4', '5-2', '5-1', '6-1', '6-2', '7-2', '7-1', '8-2', '8-1']",0,1.0
879827-105,"['4-4', '4-3', '1-3', '3-3', '1-4']",0,1.0
879873-105,"['8-2', '6-1', '5-2', '3-1', '2-1', '1-1']",0,1.0
879975-105,"['1-3', '1-5', '1-4', '1-2', '1-1']",0,1.0
879983-105,"['4-4', '4-1', '4-5', '4-2', '4-3']",0,1.0
880009-105,"['4-4', '4-2', '4-1', '4-3', '1-2']",0,1.0
880013-105,"['1-1', '1-2', '1-5', '1-3', '1-4']",0,1.0
880071-105,"['1-2', '1-4', '1-1', '1-3', '1-5', '3-3', '3-2', '3-1', '6-2', '6-1', '2-2', '2-1', '8-2', '8-1', '7-2', '7-1', '5-2', '5-1', '4-1', '4-4', '4-2', '4-3', '4-5']",0,1.0
880128-105,"['4-1', '4-3', '4-2', '4-5', '4-4']",0,1.0
880167-105,"['4-3', '4-5', '4-4', '4-2', '4-1']",0,1.0
880282-105,"['1-3', '1-1', '2-1', '2-2', '3-2']",0,1.0
880375-105,"['4-3', '4-5', '4-4', '4-1', '4-2']",0,1.0
880432-105,"['7-2', '7-1', '6-2', '6-1', '8-2']",0,1.0
880445-105,"['1-3', '1-5', '1-4', '1-1', '1-2', '3-3', '3-1', '3-2', '4-4']",0,1.0
880510-105,"['4-4', '4-5', '4-1', '4-2', '4-3', '8-2', '8-1', '6-2', '6-1', '5-2']",0,1.0
880556-105,"['1-4', '3-1', '4-5', '1-3', '1-2', '4-4', '5-2', '6-1', '2-2', '1-5', '4-3', '4-2', '1-1', '4-1', '3-2', '3-3']",0,1.0
880579-105,"['8-1', '8-2', '7-1', '7-2', '6-1']",0,1.0
880639-105,"['1-3', '1-4', '7-1', '7-2', '1-1']",0,1.0
880648-105,"['4-5', '4-4', '4-3', '4-2', '4-1']",0,1.0
880672-105,"['1-2', '1-1', '1-5', '1-4', '1-3']",0,1.0
880908-105,"['1-2', '1-3', '1-4', '1-5', '1-1']",0,1.0
881146-105,"['4-1', '4-5', '4-2', '4-3', '4-4']",0,1.0
881193-105,"['4-5', '4-4', '4-3', '4-1', '4-2']",0,1.0
881346-105,"['6-2', '6-1', '2-2', '2-1', '3-2', '3-1', '3-3', '4-5', '5-2', '5-1', '8-2', '8-1', '7-2', '7-1', '1-2', '4-4', '1-1', '4-2', '1-3', '4-1', '1-5', '4-3', '1-4']",0,1.0
881424-105,"['1-3', '1-2', '1-5', '1-4', '1-1', '2-2', '2-1', '6-2', '6-1']",0,1.0
881435-105,"['1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
881481-105,"['4-1', '4-2', '4-3', '4-4', '4-5']",0,1.0
881544-105,"['3-3', '3-1', '3-2', '2-1', '2-2', '6-1', '6-2', '1-3', '1-4']",0,1.0
881636-105,"['1-3', '1-1', '1-5', '1-2', '1-4']",0,1.0
881847-105,"['4-1', '4-5', '4-3', '4-4', '4-2']",0,1.0
881859-105,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
881880-105,"['4-4', '4-2', '4-1', '4-3', '4-5']",0,1.0
881891-105,"['1-3', '1-1', '1-4', '3-2', '1-2']",0,1.0
881991-105,"['4-2', '4-1', '4-4', '4-3', '4-5', '1-2', '1-1', '1-4', '1-3', '1-5', '3-2', '3-1', '3-3']",0,1.0
882042-105,"['3-1', '3-3', '3-2', '1-3', '1-5', '1-2', '1-1', '1-4']",0,1.0
882095-105,"['4-1', '4-4', '4-2', '4-5', '4-3', '1-4', '1-5', '1-2', '1-3', '1-1', '5-1', '5-2', '3-3', '3-2', '3-1', '2-2', '2-1', '6-2', '6-1', '8-1', '7-1', '7-2', '8-2']",0,1.0
882096-105,"['4-5', '4-3', '1-4', '1-5', '1-3']",0,1.0
882104-105,"['4-4', '4-2', '4-1', '4-3', '4-5']",0,1.0
882138-105,"['4-5', '3-1', '4-4', '4-1', '4-3']",0,1.0
882212-105,"['1-3', '1-4', '6-1', '1-2', '1-5']",0,1.0
882242-105,"['4-5', '4-4', '4-2', '4-3', '4-1']",0,1.0
882267-105,"['4-1', '5-2', '5-1', '4-5', '4-3']",0,1.0
882268-105,"['1-1', '1-3', '4-1', '4-3', '4-4']",0,1.0
882269-105,"['4-1', '4-4', '4-2', '4-5', '4-3']",0,1.0
882357-105,"['4-1', '1-4', '4-3', '4-5', '1-1']",0,1.0
882363-105,"['4-1', '3-1', '1-4', '1-2', '1-3']",0,1.0
882577-105,"['1-1', '1-2', '1-4', '1-5', '1-3']",0,1.0
882581-105,"['3-2', '3-3', '3-1', '2-1', '2-2', '1-3', '1-2', '1-4', '1-1', '1-5']",0,1.0
882689-105,"['1-2', '1-3', '1-5', '3-2', '3-3']",0,1.0
882720-105,"['4-2', '4-5', '4-4', '4-1', '4-3']",0,1.0
882879-105,"['4-5', '4-4', '4-2', '4-1', '4-3']",0,1.0
882968-105,"['3-1', '1-3', '2-2', '2-1', '1-1']",0,1.0
883093-105,"['1-2', '2-1', '1-1', '1-3', '1-4']",0,1.0
883143-105,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
883184-105,"['1-3', '1-2', '1-5', '1-4']",0,1.0
883234-105,"['4-1', '6-2', '7-1', '8-2', '2-2']",0,1.0
883248-105,"['4-2', '3-1', '4-3', '4-4', '1-4']",0,1.0
883326-105,"['1-1', '1-4', '1-2', '1-3', '1-5']",0,1.0
883386-105,"['4-4', '4-1', '4-3', '4-5', '4-2', '5-1', '5-2']",0,1.0
883449-105,"['1-4', '1-3', '1-5', '1-1', '1-2']",0,1.0
883512-105,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
883630-105,"['1-2', '1-1', '1-5', '1-4', '4-5']",0,1.0
883643-105,"['6-1', '1-4', '1-5', '1-2', '1-1', '3-3', '3-1']",0,1.0
883784-105,"['3-2', '1-4', '4-4', '5-2', '6-1']",0,1.0
883809-105,"['4-3', '4-5', '4-2', '4-1', '4-4']",0,1.0
883934-105,"['1-3', '1-1', '1-5', '1-4', '1-2', '3-3', '3-2', '4-2', '4-3', '4-5', '4-1', '4-4']",0,1.0
883954-105,"['4-2', '4-5', '4-3', '4-1', '4-4', '2-1', '2-2']",0,1.0
884012-105,"['1-3', '1-4', '1-1', '3-1', '2-2']",0,1.0
884134-105,"['2-2', '2-1', '1-2', '1-5', '6-1']",0,1.0
884153-105,"['2-1', '2-2', '3-3', '3-1', '3-2', '1-3', '1-2', '1-1', '1-5', '1-4']",0,1.0
884194-105,"['1-3', '1-4', '1-1', '3-1', '1-5', '1-2', '3-3', '3-2']",0,1.0
884280-105,"['1-3', '1-4', '1-5', '1-2', '1-1']",0,1.0
884292-105,"['1-3', '1-5', '1-1', '1-2', '1-4']",0,1.0
884311-105,"['1-4', '1-2', '1-1', '1-3', '1-5']",0,1.0
884314-105,"['4-1', '4-5', '3-2', '2-1', '1-1']",0,1.0
884450-105,"['1-1', '1-3', '1-4', '1-2', '1-5']",0,1.0
884460-105,"['1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
884577-105,"['1-3', '1-4', '1-1', '3-1', '1-5']",0,1.0
884709-105,"['4-5', '5-1', '8-1', '1-5', '2-1']",0,1.0
884724-105,"['4-5', '4-4', '4-1', '4-2', '4-3']",0,1.0
884740-105,"['4-1', '4-2', '4-5', '4-4', '4-3']",0,1.0
884858-105,"['4-5', '4-1', '4-2', '4-4', '4-3']",0,1.0
884875-105,"['4-5', '1-2', '4-4', '1-3', '5-1']",0,1.0
884886-105,"['1-3', '1-4', '1-2', '1-5', '1-1', '3-3', '3-2', '3-1']",0,1.0
884895-105,"['1-1', '4-4', '4-3', '7-2', '3-1']",0,1.0
884962-105,"['1-2', '1-5', '1-3', '1-1', '1-4']",0,1.0
885001-105,"['1-4', '1-2', '1-5', '1-1', '1-3']",0,1.0
885024-105,"['4-4', '4-3', '4-2', '4-1', '4-5']",0,1.0
885183-105,"['1-3', '1-4', '1-2', '1-5', '1-1']",0,1.0
885235-105,"['1-2', '1-4', '4-1', '4-4', '4-2']",0,1.0
885276-105,"['1-2', '6-2', '6-1', '2-2', '2-1']",0,1.0
885297-105,"['4-4', '4-5', '4-3', '4-1', '4-2']",0,1.0
885428-105,"['4-5', '4-1', '4-3', '4-2', '4-4']",0,1.0
885473-105,"['4-1', '8-2', '4-4', '4-2', '4-5']",0,1.0
885583-105,"['1-3', '4-4', '4-2', '1-1', '1-5']",0,1.0
885650-105,"['1-5', '1-2', '4-5', '1-1', '1-4']",0,1.0
885712-105,"['1-4', '1-3', '1-5', '4-1', '1-1']",0,1.0
885859-105,"['1-3', '1-4', '1-1', '1-2', '1-5', '3-3', '3-2', '3-1']",0,1.0
885880-105,"['1-4', '1-2', '1-5', '1-3', '1-1']",0,1.0
885889-105,"['1-4', '4-5', '1-3', '1-5', '1-1']",0,1.0
886055-105,"['1-4', '1-5', '1-2', '1-3', '1-1']",0,1.0
886068-105,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
886127-105,"['3-2', '3-3', '3-1', '1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
886234-105,"['3-2', '3-3', '3-1', '1-3', '1-5']",0,1.0
886271-105,"['1-2', '1-4', '1-5', '1-3', '1-1']",0,1.0
886354-105,"['4-5', '4-1', '4-4', '4-3', '4-2']",0,1.0
886420-105,"['1-3', '1-4', '1-5', '1-1', '1-2', '3-2', '3-1', '3-3']",0,1.0
886499-105,"['1-3', '1-4', '1-1', '1-2', '1-5']",0,1.0
886557-105,"['1-4', '1-5', '1-3', '1-1', '1-2']",0,1.0
886718-105,"['1-1', '1-5', '1-4', '1-3', '1-2']",0,1.0
886733-105,"['4-3', '5-1', '4-1', '4-4', '4-5']",0,1.0
886776-105,"['1-1', '1-4', '1-3', '1-5', '1-2']",0,1.0
886777-105,"['3-1', '1-3', '3-3', '1-4', '3-2', '1-1', '1-2', '1-5']",0,1.0
886809-105,"['4-3', '4-4', '4-1', '4-2', '4-5']",0,1.0
886825-105,"['3-1', '3-2', '3-3', '2-1', '2-2']",0,1.0
886913-105,"['1-4', '2-2', '3-2', '4-4', '5-2']",0,1.0
886929-105,"['4-5', '3-2', '1-2', '1-3', '6-1']",0,1.0
887037-105,"['1-3', '3-3', '1-4', '1-5', '6-1']",0,1.0
887125-105,"['1-4', '1-5', '1-1', '1-3', '1-2']",0,1.0
887145-105,"['1-2', '1-5', '3-2', '3-1', '1-3']",0,1.0
887159-105,"['1-1', '1-3', '1-4', '1-5', '1-2']",0,1.0
887274-105,"['2-2', '2-1', '3-1', '3-3', '3-2']",0,1.0
887383-105,"['1-1', '3-2', '1-3', '4-5', '1-2', '1-5', '1-4']",0,1.0
887487-105,"['1-2', '1-1', '1-5', '1-3', '4-3']",0,1.0
887490-105,"['4-4', '4-5', '4-1', '4-2', '4-3']",0,1.0
887699-105,"['1-3', '1-2', '1-4', '1-5', '1-1']",0,1.0
887795-105,"['1-3', '1-2', '4-1', '4-5', '3-1']",0,1.0
887929-105,"['4-1', '4-5', '4-2', '4-3', '4-4']",0,1.0
888037-105,"['1-3', '1-1', '1-4', '1-2', '1-5']",0,1.0
888047-105,"['4-5', '4-1', '5-2', '6-2', '4-2']",0,1.0
888081-105,"['4-1', '4-4', '4-2', '4-3', '4-5']",0,1.0
888088-105,"['1-2', '2-1', '3-1', '4-2', '1-4', '1-5', '1-3', '1-1', '2-2', '3-2', '3-3', '6-1', '6-2', '7-1', '7-2']",0,1.0
888161-105,"['4-4', '4-5', '4-2', '4-1', '4-3']",0,1.0
888202-105,"['1-4', '1-2', '3-3', '6-2', '6-1']",0,1.0
888337-105,"['1-3', '1-2', '1-5', '1-4', '1-1']",0,1.0
888387-105,"['3-2', '3-1', '3-3', '2-2', '2-1']",0,1.0
888411-105,"['3-1', '1-2', '1-3', '1-1', '1-5', '1-4']",0,1.0
888464-105,"['4-4', '4-5', '4-1', '4-3', '4-2']",0,1.0
888559-105,"['4-4', '4-1', '4-3', '4-2', '4-5', '6-2', '6-1', '7-2', '7-1', '8-2', '8-1']",0,1.0
888584-105,"['4-5', '4-1', '4-2', '4-4', '4-3']",0,1.0
888668-105,"['4-1', '4-2', '4-4', '1-2', '4-3', '4-5']",0,1.0
888689-105,"['4-5', '4-2', '4-1', '4-4', '4-3']",0,1.0
888839-105,"['3-3', '3-2', '3-1', '1-3', '1-1']",0,1.0
888847-105,"['4-5', '4-1', '4-4', '4-2', '4-3']",0,1.0
888863-105,"['1-2', '1-3', '1-5', '3-1', '3-2']",0,1.0
888966-105,"['4-1', '4-2', '4-5', '4-4', '4-3']",0,1.0
888983-105,"['4-4', '4-5', '4-3', '4-2', '4-1']",0,1.0
889028-105,"['7-2', '7-1', '1-5', '1-4', '2-1']",0,1.0
889148-105,"['1-2', '1-3', '1-5', '1-4', '1-1']",0,1.0
889156-105,"['4-4', '4-2', '4-5', '4-3', '4-1']",0,1.0
889170-105,"['3-1', '3-2', '3-3', '6-2', '6-1', '8-2', '8-1', '1-5', '1-2', '1-1', '1-4', '1-3', '7-1', '7-2', '5-1', '5-2', '4-4', '4-1', '4-3', '4-2', '4-5', '2-1', '2-2']",0,1.0
889413-105,"['1-1', '1-5', '1-2', '1-4', '1-3']",0,1.0
889425-105,"['1-3', '1-1', '3-3', '3-2', '4-5']",0,1.0
889427-105,"['4-5', '4-1', '4-3', '4-2', '4-4', '5-2', '5-1']",0,1.0
889504-105,['1-2'],0,1.0
889606-105,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
889612-105,"['4-4', '4-5', '4-2', '4-3', '4-1']",0,1.0
889624-105,"['8-2', '8-1', '6-1', '6-2', '1-2', '1-5', '1-4', '4-1', '4-2', '4-4', '1-1', '1-3', '4-3', '4-5', '2-1', '2-2', '7-1', '5-1', '5-2', '7-2', '3-3', '3-1', '3-2']",0,1.0
889679-105,"['1-3', '4-3', '8-2', '3-3']",0,1.0
889689-105,"['4-5', '4-3', '4-1', '4-2', '4-4', '7-1', '7-2']",0,1.0
889924-105,"['1-3', '1-4', '3-2', '6-1', '1-5']",0,1.0
889933-105,"['1-3', '1-4', '1-1', '1-2', '1-5']",0,1.0
889951-105,"['4-4', '5-2', '3-1', '1-1', '6-1']",0,1.0
889993-105,"['1-2', '1-5', '1-4', '1-3', '1-1', '3-3', '3-2', '3-1', '7-2', '7-1', '4-4', '4-3', '4-2', '4-5', '4-1', '2-2', '2-1', '6-2', '6-1', '5-2', '5-1', '8-2', '8-1']",0,1.0
890016-105,"['4-5', '4-3', '4-2', '4-1', '4-4']",0,1.0
890037-105,"['4-3', '7-2', '7-1', '2-2', '5-2']",0,1.0
890042-105,"['4-1', '4-5', '4-2', '4-4', '4-3']",0,1.0
890261-105,"['1-4', '1-5', '1-3', '1-1', '1-2']",0,1.0
890282-105,"['4-5', '4-1', '4-2', '4-4', '4-3']",0,1.0
890424-105,"['4-1', '4-4', '4-2', '4-5', '4-3']",0,1.0
890517-105,"['4-3', '4-2', '4-1', '4-5', '4-4']",0,1.0
890529-105,"['1-4', '1-3', '4-4', '2-1', '1-5']",0,1.0
890532-105,"['4-2', '1-4', '2-1', '7-1', '4-1']",0,1.0
890600-105,"['1-5', '1-2', '1-1', '1-4', '1-3']",0,1.0
890625-105,"['4-1', '3-2', '4-5', '3-3', '4-2']",0,1.0
890697-105,"['4-5', '4-3', '4-2', '4-4', '4-1']",0,1.0
890764-105,"['4-5', '4-2', '4-1', '4-4', '4-3']",0,1.0
890973-105,"['1-1', '1-5', '1-3', '3-2', '3-1', '3-3', '1-2', '1-4', '2-2', '2-1', '4-4', '4-1', '4-5', '4-2', '4-3', '6-1', '6-2', '8-1', '8-2', '5-1', '5-2', '7-1', '7-2']",0,1.0
891013-105,"['1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
891041-105,"['3-1', '4-5', '1-3', '1-4', '4-4', '1-2', '4-2', '4-1', '1-5']",0,1.0
891067-105,"['4-5', '5-2', '7-2', '1-3', '8-1']",0,1.0
891118-105,"['4-4', '4-5', '4-3', '4-2', '4-1']",0,1.0
891154-105,"['4-5', '4-3', '4-1', '4-2', '4-4']",0,1.0
