identifier,votes,pref,value
1683069825-14,"['3-2', '3-3', '3-1', '1-2', '1-3']",0,1.0
1688949317-14,"['6-1', '6-2', '3-3', '3-1', '3-2']",0,1.0
1703919803-14,"['1-1', '1-2', '1-5', '3-1', '1-4', '3-3']",0,1.0
1709503786-14,"['3-2', '1-1', '6-1', '3-3', '1-3']",0,1.0
1716886890-14,"['7-1', '7-2', '1-2', '1-3', '1-1']",0,1.0
1732170047-14,"['6-1', '6-2', '2-1', '2-2', '8-2']",0,1.0
1758568508-14,"['7-1', '7-2', '3-1', '4-4', '5-2']",0,1.0
1765205647-14,"['7-2', '7-1', '3-1', '3-2', '3-3']",0,1.0
1877113762-14,"['7-2', '8-2', '6-2', '2-2', '3-2']",0,1.0
1893870288-14,"['1-1', '1-4', '1-2', '3-1', '3-2']",0,1.0
1895272690-14,"['7-1', '7-2', '4-4', '4-1', '4-2', '4-5', '4-3']",0,1.0
1913496422-14,"['6-1', '3-3', '1-3', '2-1', '7-2']",0,1.0
1914686470-14,"['1-1', '3-2', '1-3', '3-3', '1-4', '3-1', '1-5', '1-2']",0,1.0
1935753764-14,"['3-2', '3-1', '3-3', '2-2', '2-1']",0,1.0
1966574965-14,"['3-2', '1-3', '3-3', '1-4', '1-5', '1-1', '1-2', '3-1']",0,1.0
1989056913-14,"['7-2', '7-1', '1-2', '1-3', '1-4']",0,1.0
2075327474-14,"['3-2', '3-1', '1-2', '1-3', '6-1']",0,1.0
2104452685-14,"['6-1', '4-4', '6-2', '4-3', '4-1']",0,1.0
2110401246-14,"['7-2', '7-1', '3-2', '3-1', '3-3', '1-3', '6-2']",0,1.0
2129096058-14,"['6-1', '6-2', '4-4', '1-2', '3-3']",0,1.0
2138637278-14,"['6-1', '6-2', '3-3', '3-2', '3-1', '1-1', '1-3', '1-2', '1-4', '1-5']",0,1.0
12890983-14,"['3-3', '3-1', '3-2', '1-3', '1-1', '1-2', '1-4', '1-5', '2-1', '2-2']",0,1.0
13969443-14,"['5-2', '4-2', '3-3', '2-1', '1-2']",0,1.0
38021918-14,"['3-3', '7-2', '4-2', '2-2', '6-1']",0,1.0
60441655-14,"['3-3', '3-2', '3-1', '5-2', '5-1']",0,1.0
63885252-14,"['3-3', '3-1', '3-2', '6-1', '6-2', '8-1', '8-2', '1-3', '1-4', '1-2', '1-5', '1-1']",0,1.0
64695315-14,"['2-2', '2-1', '1-1', '1-2', '1-3']",0,1.0
93985406-14,"['2-2', '1-2', '6-1', '3-3', '4-3']",0,1.0
113791704-14,"['6-2', '6-1', '2-1', '2-2', '5-1', '5-2', '8-1', '8-2', '3-1', '3-3', '3-2', '4-5', '4-1', '4-3', '4-4', '4-2', '1-5', '1-1', '1-3', '1-4', '1-2', '7-1', '7-2']",0,1.0
117220879-14,"['3-3', '3-2', '3-1', '1-1', '1-2', '1-3', '1-5', '1-4']",0,1.0
142397200-14,"['8-2', '4-5', '4-3', '4-1', '4-2', '2-2', '4-4', '6-1', '6-2']",0,1.0
143353165-14,"['3-3', '3-2', '3-1', '1-2', '1-1']",0,1.0
166527122-14,"['5-2', '7-2', '5-1', '7-1', '1-4']",0,1.0
175085767-14,"['5-2', '5-1', '4-5', '4-3', '3-3', '3-2', '2-1', '2-2']",0,1.0
177129238-14,"['8-1', '1-3', '1-4', '1-5', '1-1']",0,1.0
186523477-14,"['5-1', '5-2', '4-1', '4-2', '4-3', '4-4', '4-5']",0,1.0
210983045-14,"['3-3', '1-5', '3-1', '1-1', '3-2', '1-4', '1-2']",0,1.0
226416348-14,"['2-1', '2-2', '3-3', '3-1', '3-2', '6-1', '6-2', '1-3', '1-4', '1-1', '1-2', '1-5', '5-1', '5-2']",0,1.0
237897364-14,"['3-3', '3-2', '3-1', '4-1', '4-4']",0,1.0
259450339-14,"['2-2', '4-5', '4-2', '4-3', '4-1', '6-1', '8-2', '6-2']",0,1.0
271117434-14,"['3-3', '3-2', '3-1', '1-3', '1-2', '1-1', '1-5', '1-4', '6-2', '6-1']",0,1.0
283460464-14,"['2-2', '6-2', '7-2', '2-1', '6-1']",0,1.0
289918071-14,"['2-2', '3-3', '6-1', '6-2', '3-2', '3-1', '1-2', '1-3', '1-4', '1-5', '1-1']",0,1.0
307024603-14,"['2-1', '6-1', '8-1', '1-5', '5-2']",0,1.0
333152253-14,"['3-3', '3-1', '3-2', '1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
391618764-14,"['2-2', '2-1', '3-3', '3-2', '3-1', '1-4', '1-2', '1-5', '1-1', '1-3']",0,1.0
395557748-14,"['5-2', '5-1', '8-2', '8-1', '1-3', '1-2', '1-1', '1-5', '1-4']",0,1.0
455344796-14,"['6-2', '6-1', '8-2', '1-2', '1-5']",0,1.0
478606784-14,"['3-3', '2-2', '6-1', '6-2', '3-2', '3-1', '1-3', '1-1', '1-5', '1-4']",0,1.0
481218242-14,"['3-3', '3-1', '1-3', '1-1', '1-4']",0,1.0
497648517-14,"['3-3', '3-2', '3-1', '1-4', '1-3', '1-5', '1-2', '1-1']",0,1.0
500800321-14,"['6-2', '7-2', '6-1', '7-1', '3-2']",0,1.0
531310742-14,"['6-1', '6-2', '2-2', '4-5', '4-2']",0,1.0
549136387-14,"['3-3', '3-2', '3-1', '1-5', '1-3', '1-1', '1-2', '1-4', '6-1', '6-2', '8-1', '8-2', '2-1', '2-2', '4-5', '4-3', '4-1', '4-2', '4-4', '7-1', '7-2', '5-1', '5-2']",0,1.0
550969485-14,"['3-3', '3-2', '3-1', '6-2', '6-1', '1-3', '1-1', '1-2', '1-5', '1-4']",0,1.0
558685970-14,"['2-2', '3-3', '6-1', '7-2', '3-2']",0,1.0
578079967-14,"['8-1', '8-2', '5-1', '5-2', '7-1', '2-1', '7-2']",0,1.0
578121819-14,"['3-3', '3-2', '3-1', '1-3', '1-1', '1-4']",0,1.0
609023120-14,"['3-3', '3-1', '3-2', '2-1', '2-2']",0,1.0
655445402-14,"['3-3', '3-1', '3-2', '6-1', '6-2', '4-1', '1-4', '1-3']",0,1.0
678060795-14,"['2-1', '2-2', '3-3', '3-2', '3-1', '1-3', '1-1', '1-2', '1-4', '1-5', '6-1', '6-2']",0,1.0
698957923-14,"['2-2', '8-2', '5-1', '3-2', '4-3', '4-5', '4-1', '4-2', '5-2']",0,1.0
711060609-14,"['2-1', '2-2', '3-1', '1-4', '1-5']",0,1.0
729376531-14,"['5-1', '5-2', '4-3', '4-4', '4-5']",0,1.0
746328941-14,"['3-3', '3-2', '3-1', '1-3', '1-1', '1-4', '1-5', '1-2', '2-2', '2-1', '7-2', '7-1', '6-2', '6-1', '8-2', '8-1', '4-3', '4-5', '4-4', '4-1', '4-2', '5-2', '5-1']",0,1.0
754947278-14,"['3-3', '3-2', '3-1', '1-3', '1-1']",0,1.0
774340696-14,"['2-1', '2-2', '4-1', '4-5', '4-2']",0,1.0
778862177-14,"['2-2', '2-1', '6-2', '6-1', '3-2']",0,1.0
804328634-14,"['8-1', '8-2', '4-4', '4-1', '4-2', '4-5', '4-3', '7-1', '7-2']",0,1.0
866371376-14,"['3-3', '3-1', '3-2', '1-2', '1-1', '6-1', '6-2', '1-3', '1-4', '1-5', '2-1', '2-2', '8-1', '8-2', '4-5', '4-2', '4-1', '4-4', '4-3', '5-2', '5-1', '7-2', '7-1']",0,1.0
875810251-14,"['2-2', '2-1', '3-2', '3-3', '3-1']",0,1.0
882793611-14,"['5-2', '5-1', '1-5', '1-4', '1-2', '1-1', '1-3', '4-1', '4-5', '4-4', '4-2', '4-3']",0,1.0
889237319-14,"['8-1', '8-2', '4-1', '4-3', '4-2', '4-5', '4-4']",0,1.0
939560563-14,"['5-2', '5-1', '1-4', '1-2', '1-1', '1-3', '1-5', '4-4', '4-2', '4-1', '4-3', '4-5']",0,1.0
962254392-14,"['5-2', '4-2', '4-5', '4-3', '4-4']",0,1.0
984307241-14,"['3-3', '3-2', '1-3', '2-2', '6-2']",0,1.0
1003051725-14,"['3-3', '3-2', '3-1', '6-1', '6-2', '1-4', '1-3', '1-1', '1-5', '1-2', '2-2', '2-1', '8-2', '8-1', '4-3', '4-4', '4-5', '4-2', '4-1', '7-1', '7-2', '5-1', '5-2']",0,1.0
1058738844-14,"['2-2', '6-1', '6-2', '4-5', '4-2']",0,1.0
1108720645-14,"['3-3', '3-2', '1-3', '1-1', '3-1']",0,1.0
1157842266-14,"['3-3', '3-2', '2-2', '1-1', '6-1', '3-1', '1-3', '1-5', '1-2', '1-4', '6-2', '2-1', '4-2', '4-4', '4-3', '4-1', '4-5', '5-2', '5-1']",0,1.0
1177747710-14,"['3-3', '3-1', '3-2', '1-2', '1-5']",0,1.0
1191540685-14,"['3-3', '3-2', '3-1', '1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
1219671652-14,"['8-2', '4-4', '4-2', '4-5', '4-1', '4-3', '8-1', '7-2', '7-1', '5-2', '5-1', '6-2', '6-1', '2-2', '2-1', '1-3', '1-4', '1-1', '1-2', '1-5', '3-3', '3-2', '3-1']",0,1.0
1229789075-14,"['6-1', '6-2', '2-2', '3-1', '2-1', '3-2', '3-3', '1-1', '1-2', '1-5', '1-3', '1-4', '8-1', '8-2', '4-1', '4-2', '4-5', '4-3', '4-4', '5-1', '7-1', '5-2', '7-2']",0,1.0
1260120712-14,"['8-2', '7-1', '4-2', '1-1', '6-2']",0,1.0
1260982339-14,"['2-2', '2-1', '6-2', '6-1', '4-5']",0,1.0
1321423944-14,"['5-1', '1-5', '4-1', '1-2', '1-1', '4-5']",0,1.0
1332182406-14,"['5-2', '3-3', '1-4', '2-1', '7-1']",0,1.0
1388681055-14,"['6-2', '6-1', '3-3', '3-2', '3-1', '1-3', '1-1', '1-2', '1-5', '1-4', '2-2', '2-1', '4-5', '4-3', '4-2', '4-4', '4-1', '7-2', '7-1', '8-2', '8-1', '5-2', '5-1']",0,1.0
1410093140-14,"['8-2', '8-1', '4-4', '4-2', '4-5', '4-1', '4-3', '7-2', '7-1']",0,1.0
1434285981-14,"['2-2', '2-1', '4-3', '4-5', '4-4']",0,1.0
1439510491-14,"['3-3', '1-2', '8-2', '6-1', '6-2']",0,1.0
1478696062-14,"['8-1', '7-1', '4-5', '4-1', '4-3']",0,1.0
1517971355-14,"['2-1', '2-2', '6-1', '6-2', '7-1']",0,1.0
1536551987-14,"['3-3', '3-2', '3-1', '1-3', '1-1']",0,1.0
1554902346-14,"['5-1', '5-2', '7-1', '7-2', '6-1', '4-1']",0,1.0
1562315245-14,"['3-3', '3-2', '3-1', '4-1', '6-2']",0,1.0
1571297594-14,"['3-3', '3-1', '3-2', '2-1', '2-2']",0,1.0
1574158340-14,"['6-2', '6-1', '3-3', '3-1', '3-2']",0,1.0
1576991525-14,"['3-3', '3-2', '3-1', '2-2', '6-1', '6-2', '1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
1592706903-14,"['3-3', '3-2', '3-1', '1-1', '1-3', '1-5', '1-2', '1-4']",0,1.0
1642174081-14,"['6-2', '2-2', '2-1', '7-1', '4-2', '8-2']",0,1.0
1649386369-14,"['8-2', '1-1', '6-1', '1-2', '4-4', '4-5', '4-1', '4-3', '4-2']",0,1.0
1670014302-14,"['6-2', '6-1', '5-2', '5-1', '4-5']",0,1.0
1682418570-14,"['3-3', '3-2', '3-1', '1-1', '1-2', '2-2', '6-1']",0,1.0
1807527354-14,"['3-3', '3-1', '3-2', '1-5', '1-3', '1-1', '1-2', '1-4']",0,1.0
1813232670-14,"['3-3', '3-1', '3-2', '1-4', '1-3', '6-1', '6-2', '2-1', '2-2']",0,1.0
1825562688-14,"['3-3', '3-1', '3-2', '1-5', '1-3']",0,1.0
1830708249-14,"['6-1', '6-2', '3-3', '3-2', '3-1', '1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
1860154470-14,"['6-2', '6-1', '2-2', '2-1', '8-2']",0,1.0
1914063465-14,"['3-3', '3-1', '4-1', '4-5', '4-3']",0,1.0
1929984173-14,"['5-2', '5-1', '1-3', '1-2', '1-1', '1-5', '1-4', '4-3', '4-2', '4-1', '4-5', '4-4', '7-2', '7-1', '6-2', '6-1', '3-3', '3-2', '3-1', '8-2', '8-1', '2-2', '2-1']",0,1.0
1945550791-14,"['8-2', '4-1', '4-3', '4-5', '4-4', '4-2', '7-1', '7-2', '6-1', '6-2', '2-1', '2-2', '5-1', '5-2', '1-1', '1-3', '1-5', '1-4', '1-2', '3-1', '3-3', '3-2']",0,1.0
1957758608-14,"['6-2', '2-2', '3-3', '4-5', '5-2', '7-2', '8-2', '1-5']",0,1.0
1982983844-14,"['5-2', '5-1', '7-2', '7-1', '4-4', '4-2', '4-3', '4-5', '4-1']",0,1.0
2070976752-14,"['6-2', '6-1', '4-4', '4-5', '4-2', '4-1', '4-3', '8-2', '8-1', '7-2', '7-1', '5-2', '5-1', '1-2', '1-5', '1-4', '1-1', '1-3']",0,1.0
2078698612-14,"['5-1', '5-2', '4-4', '4-5', '4-3', '4-1', '4-2', '7-1', '7-2', '6-1', '6-2', '1-4', '1-5', '1-3', '1-1', '1-2', '8-1', '8-2']",0,1.0
2085487141-14,"['2-2', '2-1', '1-3', '4-5', '1-4']",0,1.0
2089211156-14,"['8-2', '4-4', '8-1', '4-5', '4-1']",0,1.0
2108424482-14,"['6-2', '7-2', '6-1', '7-1', '4-4', '4-1']",0,1.0
1099527507-14,"['6-2', '6-1', '3-2', '3-3', '3-1', '1-1', '1-3', '1-5', '1-4', '1-2', '2-1', '2-2', '4-5', '4-3', '4-1', '4-2', '4-4']",0,1.0
61971441-14,['1-1'],0,1.0
192148107-14,['5-1'],0,1.0
219165072-14,"['2-2', '2-1', '7-2', '8-1']",0,1.0
447451282-14,['1-1'],0,1.0
464548248-14,"['4-2', '4-1', '4-3', '4-5', '4-4']",0,1.0
1971032429-14,"['4-5', '4-4', '4-1', '4-3', '4-2']",0,1.0
2001319129-14,"['2-1', '2-2']",0,1.0
19382406-15,"['3-3', '6-1', '2-1', '1-1', '3-2', '3-1', '6-2', '1-4', '2-2', '1-2', '1-3', '1-5']",0,1.0
27198207-15,"['4-2', '4-4', '4-5', '4-3', '4-1']",0,1.0
165865372-15,"['3-2', '3-3', '3-1', '1-2', '1-3', '1-5', '1-1', '1-4']",0,1.0
169167948-15,"['3-1', '3-3', '3-2', '1-3', '1-1', '1-5', '1-2', '1-4', '6-1', '6-2']",0,1.0
175099087-15,"['3-1', '3-3', '3-2', '2-2', '2-1', '1-1', '1-3', '1-5', '1-4', '1-2', '6-1', '6-2', '4-3', '4-2', '4-4', '4-5', '4-1', '7-2', '7-1', '8-2', '8-1', '5-2', '5-1']",0,1.0
241415467-15,"['4-2', '4-4', '4-1', '4-3', '4-5']",0,1.0
295610691-15,"['2-1', '2-2', '3-2', '3-3', '3-1']",0,1.0
314096192-15,"['3-2', '6-2', '3-3', '6-1', '3-1']",0,1.0
350547417-15,"['3-1', '1-2', '8-1', '7-2', '2-2']",0,1.0
354603612-15,"['2-2', '4-4']",0,1.0
369335193-15,"['4-2', '4-5', '4-1', '4-3', '4-4']",0,1.0
381694885-15,"['4-1', '4-2', '4-4', '4-3', '4-5']",0,1.0
438295908-15,"['3-3', '7-2', '2-2', '3-2', '7-1']",0,1.0
439153201-15,"['3-1', '3-2', '1-2', '1-4', '1-3', '1-1', '1-5', '3-3']",0,1.0
470705306-15,"['3-2', '3-3', '1-1', '1-5', '1-2', '1-3', '3-1']",0,1.0
480551008-15,"['3-1', '3-3', '1-3', '3-2', '1-1']",0,1.0
488735763-15,"['3-2', '3-1', '3-3', '1-4', '1-3', '1-1', '1-5', '1-2']",0,1.0
488772361-15,"['3-1', '3-3', '3-2', '1-3', '1-2']",0,1.0
501999891-15,"['4-1', '4-5', '4-3', '4-4', '4-2']",0,1.0
512265190-15,"['4-1', '4-4', '4-5', '4-2', '4-3', '7-2', '7-1']",0,1.0
515222108-15,"['3-3', '3-2', '3-1', '1-4', '1-3']",0,1.0
648498326-15,"['2-1', '2-2', '3-3', '3-1', '3-2']",0,1.0
682695118-15,"['3-1', '3-2', '3-3', '1-3', '1-1']",0,1.0
716023755-15,"['3-3', '3-2', '3-1', '6-2', '6-1']",0,1.0
740736748-15,"['3-3', '3-2', '3-1', '1-4', '1-3']",0,1.0
762776543-15,"['3-1', '3-3', '3-2', '2-1', '2-2', '1-1', '1-3', '1-4', '1-2', '1-5']",0,1.0
791762260-15,"['3-3', '3-2', '3-1', '1-3', '1-2']",0,1.0
800980182-15,"['2-2', '5-2', '7-2', '6-2', '8-2']",0,1.0
852316765-15,"['3-1', '1-3', '4-4', '2-2', '5-1', '6-1', '6-2', '7-2', '8-2', '1-2', '1-4', '3-3', '2-1', '1-1', '4-1', '4-5', '4-3', '1-5', '5-2', '7-1', '8-1', '3-2', '4-2']",0,1.0
890991677-15,"['2-2', '3-3', '8-2', '6-1', '4-5', '1-4', '5-2', '7-1']",0,1.0
935617106-15,"['3-1', '1-4', '4-4', '2-2', '5-1', '6-1', '7-1', '8-2']",0,1.0
974672874-15,"['4-2', '4-4', '4-5', '4-3', '4-1']",0,1.0
979841218-15,"['4-2', '4-3', '4-1', '4-4', '4-5']",0,1.0
993690530-15,"['3-2', '1-3', '1-1', '3-1', '3-3', '1-5', '1-4', '1-2', '6-1', '6-2']",0,1.0
997028883-15,"['3-1', '3-3', '3-2', '4-5', '4-4']",0,1.0
999584938-15,"['2-1', '2-2', '6-1', '6-2', '7-1']",0,1.0
1001915154-15,"['3-1', '3-3', '3-2', '6-1', '6-2']",0,1.0
1022708612-15,"['4-2', '4-1', '4-5', '4-4', '4-3']",0,1.0
1027735024-15,"['2-1', '1-4', '2-2', '3-1', '1-2']",0,1.0
1040766172-15,"['3-1', '1-2', '3-3', '1-5', '3-2', '1-4', '1-1', '1-3']",0,1.0
1044015998-15,"['4-2', '4-1', '4-4', '4-5', '4-3']",0,1.0
1085942753-15,"['4-2', '4-5', '4-4', '4-3', '4-1', '5-2', '5-1', '6-2', '6-1', '8-2', '8-1']",0,1.0
1102543661-15,"['3-2', '3-3', '3-1', '1-2', '1-3', '1-5', '1-1', '1-4']",0,1.0
1110261856-15,"['2-2', '2-1', '6-1', '6-2', '8-1']",0,1.0
1162982124-15,"['3-1', '3-3', '3-2', '1-2', '1-3', '1-4', '1-5', '1-1']",0,1.0
1173227885-15,"['3-1', '3-3', '3-2', '1-4', '1-5', '1-3', '1-1', '1-2']",0,1.0
1182264102-15,"['3-1', '3-3', '3-2', '1-1', '1-3', '1-2', '1-5', '1-4']",0,1.0
1192858193-15,"['4-1', '4-5', '6-2', '5-1', '5-2']",0,1.0
1227091400-15,"['3-3', '1-3', '4-5', '6-2', '6-1']",0,1.0
1262126784-15,"['2-2', '3-3', '3-1', '3-2', '4-5', '4-3']",0,1.0
1265790959-15,"['3-1', '3-3', '3-2', '4-1', '4-5', '4-4', '4-3', '4-2', '5-1', '5-2', '2-1', '2-2', '6-1', '6-2', '8-1', '8-2', '7-1', '7-2', '1-1', '1-3', '1-5', '1-2', '1-4']",0,1.0
1280674775-15,"['2-2', '2-1', '6-2', '6-1', '4-3']",0,1.0
1292350775-15,"['3-3', '3-2', '3-1', '1-1', '1-2', '1-3', '1-4', '1-5', '6-1', '2-2', '2-1', '6-2', '8-1', '8-2', '5-1', '5-2', '4-5', '4-3', '4-4', '4-1', '4-2', '7-1', '7-2']",0,1.0
1293901541-15,"['4-1', '4-4', '4-2', '4-5', '4-3']",0,1.0
1322402225-15,"['3-3', '3-1', '3-2', '1-3', '4-5']",0,1.0
1328347822-15,"['8-1', '8-2', '5-1', '5-2', '4-1', '4-4', '4-2', '4-5', '4-3', '7-1', '7-2', '6-1', '6-2', '1-4', '1-1', '1-2', '1-5', '1-3', '3-1', '3-2', '3-3', '2-1', '2-2']",0,1.0
1336360545-15,"['2-2', '4-5', '6-2', '2-1', '4-1']",0,1.0
1395853050-15,"['2-2', '4-2', '5-2', '6-2', '7-2']",0,1.0
1486388818-15,"['3-2', '4-5', '1-2', '3-3', '3-1']",0,1.0
1502167074-15,"['3-3', '3-2', '3-1', '2-2', '2-1']",0,1.0
1502572427-15,"['4-1', '4-5', '4-2', '4-4', '4-3']",0,1.0
1518497426-15,"['2-2', '1-4', '4-4', '3-1', '5-2', '6-1', '7-2', '8-1']",0,1.0
1535584963-15,"['3-1', '2-1', '3-2', '2-2', '3-3', '1-1', '1-4', '1-2', '1-3', '1-5']",0,1.0
1542299956-15,"['4-1', '4-5', '4-2', '4-4', '4-3']",0,1.0
1572207571-15,"['3-1', '5-2', '2-1', '6-1', '8-1']",0,1.0
1598116264-15,"['3-2', '1-4', '4-1', '1-1', '4-5', '1-2', '2-1', '2-2']",0,1.0
1599979680-15,"['2-2', '2-1', '4-4', '4-2', '4-1']",0,1.0
1604339339-15,"['4-2', '4-5', '4-3', '4-4', '4-1', '8-2']",0,1.0
1626734576-15,"['3-3', '3-1', '3-2', '1-5', '1-4', '1-2']",0,1.0
1656317390-15,"['3-3', '3-2', '3-1', '1-2', '1-1']",0,1.0
1669666587-15,"['4-1', '4-3', '4-5', '4-2', '4-4']",0,1.0
1674031482-15,"['3-2', '3-1', '1-3', '1-1', '1-5', '1-4', '1-2', '3-3', '6-2', '6-1']",0,1.0
1682693700-15,"['3-1', '3-3', '3-2', '1-4', '7-1']",0,1.0
1688182932-15,"['3-2', '3-3', '3-1', '1-3', '1-1', '1-2', '1-5', '1-4']",0,1.0
1695132319-15,"['3-3', '3-2', '3-1', '1-5', '1-3', '1-2', '1-4', '1-1', '6-2', '6-1', '8-2', '8-1', '4-5', '4-3', '4-2', '4-4', '4-1', '5-2', '5-1', '2-2', '2-1', '7-2', '7-1']",0,1.0
1721625648-15,"['3-2', '3-1', '3-3', '1-2', '1-1', '1-5', '1-4', '1-3', '2-2', '2-1', '6-2', '6-1', '8-2', '8-1', '7-2', '7-1', '5-2', '5-1', '4-2', '4-1', '4-5', '4-4', '4-3']",0,1.0
1752830748-15,"['8-1', '3-2', '1-1', '4-4', '2-2', '6-2', '5-1', '4-2', '8-2']",0,1.0
1756234999-15,"['3-2', '3-3', '3-1', '1-2', '1-5', '1-3', '1-4', '1-1', '4-1']",0,1.0
1758844570-15,"['8-2', '8-1', '6-2', '6-1', '4-5', '4-4', '4-1', '7-1', '7-2', '4-2', '4-3', '1-4', '1-2', '1-1', '1-3', '1-5']",0,1.0
1791281979-15,"['3-3', '3-1', '3-2', '4-4', '4-5', '4-3', '4-1', '4-2', '1-3', '1-2', '1-1', '1-5', '6-1', '6-2', '7-1', '7-2', '8-1', '8-2', '2-1', '2-2', '1-4']",0,1.0
1792168649-15,"['8-1', '8-2', '7-1', '7-2', '6-2']",0,1.0
1807190451-15,"['4-2', '4-1', '4-4', '4-3', '4-5']",0,1.0
1812791038-15,"['3-1', '1-2', '3-2', '3-3', '1-3', '1-5', '1-1', '1-4', '6-1', '6-2', '2-1', '2-2', '8-1', '8-2', '5-1', '5-2', '7-1', '7-2', '4-1', '4-4', '4-2', '4-3', '4-5']",0,1.0
1836487431-15,"['3-3', '3-2', '3-1', '1-1', '1-3', '1-4', '1-5', '1-2']",0,1.0
1847238041-15,"['4-2', '4-5', '4-1', '4-3', '4-4']",0,1.0
1857025526-15,"['2-2', '7-2', '2-1', '7-1', '6-2', '6-1']",0,1.0
1862475545-15,"['3-2', '2-1', '4-2', '1-2', '6-2', '8-2', '5-1', '7-1']",0,1.0
1903473481-15,"['4-2', '4-5', '4-3', '4-4', '4-1']",0,1.0
1909506469-15,"['3-1', '3-2', '3-3', '1-3', '1-2']",0,1.0
1934539845-15,"['3-2', '3-3', '3-1', '1-1', '1-3', '1-4', '1-5', '1-2']",0,1.0
1941349435-15,"['3-1', '1-2', '3-2', '3-3', '1-3', '1-1', '1-4', '1-5', '4-1', '4-5', '4-4', '4-3', '4-2', '6-2', '6-1', '7-2', '7-1', '8-2', '8-1', '5-1', '5-2', '2-1', '2-2']",0,1.0
1943610647-15,"['3-1', '3-3', '3-2', '6-1', '6-2']",0,1.0
1946016689-15,"['3-2', '3-1', '3-3', '1-4', '2-1']",0,1.0
1960684570-15,"['3-1', '3-2', '3-3', '1-5', '1-4']",0,1.0
2020967206-15,"['4-2', '4-5', '4-4', '4-1', '4-3']",0,1.0
2036007448-15,"['2-1', '2-2', '1-1', '1-2', '1-4']",0,1.0
2056425485-15,"['3-3', '3-2', '3-1', '1-3', '1-1', '1-2', '1-4', '1-5', '6-1', '6-2']",0,1.0
2059021369-15,"['3-2', '3-1', '1-1', '1-5', '1-2']",0,1.0
2084582717-15,"['3-2', '3-3', '3-1', '1-4', '1-3', '1-5']",0,1.0
2089985798-15,"['3-1', '3-2', '3-3', '1-2', '1-3', '1-1']",0,1.0
2061338-15,"['7-2', '7-1', '4-2', '4-1', '4-4', '4-3', '4-5', '1-5', '1-2', '1-1', '1-4', '1-3']",0,1.0
36887639-15,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
87300264-15,"['6-1', '2-2', '3-1', '4-1', '1-4']",0,1.0
106546786-15,"['1-3', '1-1', '1-5', '1-2', '1-4']",0,1.0
129800069-15,"['5-1', '5-2', '4-2', '4-1', '4-4', '4-5', '4-3', '7-1', '7-2']",0,1.0
140695027-15,"['1-3', '3-1', '1-1', '3-3', '7-1', '7-2', '1-2', '3-2', '1-5', '1-4', '5-1', '5-2', '8-1', '8-2', '6-1', '6-2', '2-1', '2-2', '4-4', '4-5', '4-2', '4-3', '4-1']",0,1.0
156777195-15,"['1-3', '1-1', '1-2', '1-4', '1-5']",0,1.0
193553750-15,"['5-2', '5-1', '6-1', '6-2', '3-1']",0,1.0
211595014-15,"['1-3', '1-4', '1-1', '1-5', '1-2']",0,1.0
214211990-15,"['5-2', '5-1', '1-5', '1-4', '1-2']",0,1.0
219498376-15,"['7-2', '7-1', '1-4', '1-1', '1-5']",0,1.0
222280680-15,"['7-2', '7-1', '6-2', '6-1', '5-2', '5-1']",0,1.0
231718387-15,"['7-1', '6-1', '1-3', '3-2', '2-1']",0,1.0
232956719-15,"['5-2', '2-1', '1-4', '4-1', '8-2']",0,1.0
247729710-15,"['1-3', '1-4', '1-5', '1-1', '1-2']",0,1.0
254403279-15,"['1-3', '1-2', '1-4', '1-5', '1-1']",0,1.0
254553386-15,"['5-2', '4-3', '1-3', '8-2', '6-2', '2-2']",0,1.0
293088840-15,"['7-2', '1-4', '7-1', '1-3', '8-2']",0,1.0
348691895-15,"['7-2', '6-2', '5-1', '4-4', '4-2', '3-3', '2-2', '2-1', '1-2', '4-5', '1-4', '1-5', '4-3', '1-3', '6-1', '5-2', '4-1', '1-1', '7-1', '8-2', '8-1']",0,1.0
360817393-15,"['1-3', '3-3', '2-2', '6-2', '8-2']",0,1.0
388678515-15,"['1-3', '1-2', '1-1', '1-5', '1-4', '3-1', '3-3', '3-2']",0,1.0
433314283-15,"['7-1', '7-2', '4-3', '4-2', '4-1', '3-2']",0,1.0
457781856-15,"['7-2', '3-3', '2-2', '8-2', '4-3', '1-3']",0,1.0
461763766-15,"['7-1', '7-2', '1-2', '4-1', '5-1']",0,1.0
466261464-15,"['1-3', '1-4', '3-3', '1-2', '1-1']",0,1.0
466442502-15,"['7-2', '7-1', '1-4', '1-3', '1-1']",0,1.0
514696297-15,"['1-3', '3-3', '2-2', '6-1', '4-5']",0,1.0
546818251-15,"['1-3', '2-2', '1-4', '1-1', '1-5']",0,1.0
560554593-15,"['5-1', '1-2', '1-3', '5-2', '1-4']",0,1.0
603798536-15,"['1-3', '1-5', '1-4', '1-2', '1-1']",0,1.0
611812993-15,"['1-3', '1-1', '1-5', '1-4', '1-2']",0,1.0
654144503-15,"['7-1', '6-1', '4-3', '5-1', '3-3']",0,1.0
703744943-15,"['1-3', '1-2', '1-5', '1-4', '1-1']",0,1.0
